name;prop;#initonly;#finalOnly;#noChange;#change;#tool;#method;#time;mem MB;#ans
5Sprint.gml;(Service([21, 24, 45, 55]-57) & (Reach 57));8;8;16;6;kaki;base;0.18733333333333335;93.44933333333334;True
5Sunet.gml;(Service([37, 63, 89, 115, 141]-148) & (Reach 148));48;54;18;12;kaki;base;0.263;106.66933333333333;True
5Surfnet.gml;(Service([41, 91, 141, 191, 241, 291]-291) & (Reach 291));41;52;14;17;kaki;base;0.3296666666666667;139.91733333333335;True
5Switch.gml;(Service([114, 150, 284, 374]-432) & (Reach 432));60;60;18;6;kaki;base;0.248;119.22933333333333;True
5SwitchL3.gml;(Service([52, 89, 133, 175, 250]-250) & (Reach 250));16;21;15;11;kaki;base;0.22233333333333336;105.35333333333334;True
5Syringa.gml;(Service([72, 3, 24, 143, 76, 97, 218, 213, 173, 293, 286, 229, 297, 369, 296, 376, 442, 373, 394]-394) & (Reach 394));96;102;90;6;kaki;base;0.36433333333333334;177.89866666666668;True
5TataNld.gml;(Service([191, 431, 574, 834]-864) & (Reach 864));150;168;6;18;kaki;base;0.6006666666666667;205.048;True
5Telecomserbia.gml;(Service([17, 32]-35) & (Reach 35));12;12;6;6;kaki;base;0.18166666666666664;94.052;True
5Tinet.gml;(Service([87, 147, 211, 278]-317) & (Reach 317));36;36;18;6;kaki;base;0.22066666666666665;105.97066666666666;True
5Twaren.gml;(Service([22, 59, 78, 100]-118) & (Reach 118));6;6;18;6;kaki;base;0.17800000000000002;93.08800000000001;True
5Ulaknet.gml;(Service([82, 201, 283, 365, 447]-491) & (Reach 491));0;4;26;4;kaki;base;0.1386666666666667;85.24;True
5UniC.gml;(Service([2, 30, 42, 50, 88, 93, 101, 134, 127]-142) & (Reach 142));24;36;30;18;kaki;base;0.2896666666666667;118.66666666666667;True
5Uninet.gml;(Service([23, 34, 56]-73) & (Reach 73));16;16;9;11;kaki;base;0.19899999999999998;96.55066666666666;True
5Uninett2010.gml;(Service([81, 212, 324, 403]-434) & (Reach 434));37;42;17;6;kaki;base;0.211;104.84533333333333;True
5Uninett2011.gml;(Service([205, 376]-412) & (Reach 412));48;53;6;6;kaki;base;0.21833333333333335;111.30533333333334;True
5UsCarrier.gml;(Service([142, 131, 99, 147, 301, 188, 237, 304, 403, 323, 378, 461, 516, 483, 552, 618, 675, 789, 759, 753, 830, 932, 921, 889, 937]-937) & (Reach 937));90;126;102;24;kaki;base;0.647;198.78266666666664;True
5Uunet.gml;(Service([51, 115, 167, 236, 285]-285) & (Reach 285));28;28;18;8;kaki;base;0.19933333333333333;100.40533333333333;True
5Vinaren.gml;(Service([24, 26, 66, 73, 81, 102, 137, 149]-148) & (Reach 148));0;8;34;8;kaki;base;0.19266666666666668;94.24400000000001;True
5VtlWavenet2008.gml;(Service([258, 507]-522) & (Reach 522));180;180;6;6;kaki;base;0.3833333333333333;197.4466666666667;True
5VtlWavenet2011.gml;(Service([270, 531]-546) & (Reach 546));180;180;6;6;kaki;base;0.381;197.24;True
5WideJpn.gml;(Service([15, 51, 60, 110, 149, 161, 165]-165) & (Reach 165));12;18;30;6;kaki;base;0.19233333333333333;96.30133333333333;True
5Xeex.gml;(Service([57, 110]-134) & (Reach 134));29;29;7;6;kaki;base;0.18966666666666665;100.12;True
5Xspedius.gml;(Service([60, 120, 179]-196) & (Reach 196));30;30;12;6;kaki;base;0.2006666666666667;101.25333333333333;True
5York.gml;(Service([40, 77, 125]-135) & (Reach 135));48;54;12;6;kaki;base;0.23633333333333337;110.10133333333334;True
